joint_entropy_,total_corr_,est_total_corr_lower,est_total_corr_upper
6.26012,622.12043,616.87206,664.57329
6.26954,623.45166,618.38182,649.13544
6.27816,623.79714,618.05208,650.56224
6.28654,623.85091,617.91187,624.00378
6.29526,624.31902,618.67613,651.61074
6.3046,625.54156,620.43138,647.98992
6.31418,627.07205,622.18506,648.86535
6.32368,628.49479,623.54256,667.52663
6.33276,629.41351,624.12071,645.18846
6.3419,630.39469,625.15437,660.46135
6.35129,631.69049,626.67782,666.53026
6.36078,633.09988,628.17549,653.78222
6.36966,633.76821,628.33861,675.55642
6.3791,635.12153,630.17656,657.10295
6.38859,636.5364,631.64363,659.2519
6.39744,637.17007,631.74421,708.5283
6.40695,638.59937,633.73496,659.5162
6.41618,639.70361,634.62293,684.28022
6.42554,640.96052,635.99511,692.346
6.43489,642.19791,637.22832,688.35624
6.44427,643.47903,638.54915,699.82432
6.45358,644.67104,639.68865,690.61204
6.46254,645.42958,640.15545,714.12773
6.47143,646.10886,640.78864,697.03352
6.48057,647.09161,641.99104,690.5681
6.48974,648.1194,643.05925,702.7795
6.49901,649.26112,644.28927,715.35978
6.50806,650.13482,644.9861,719.98032
6.51759,651.60391,646.87774,663.43423
6.52629,652.04492,646.61426,681.05013
6.53497,652.45862,647.0177,690.42366
6.54439,653.79534,649.00414,675.97752
6.55298,654.09896,648.59969,675.44073
6.56239,655.41094,650.62059,680.52854
6.57172,656.63273,651.78914,696.98438
6.58039,657.03789,651.63646,682.14199
6.58918,657.59714,652.3114,701.7424
6.59868,659.02102,654.34459,677.67454
6.60701,659.01269,653.35104,653.35104
6.61572,659.46355,654.12916,693.7177
6.62433,659.7915,654.38045,687.32653
6.63298,660.1803,654.82011,689.63371
6.64187,660.8567,655.70492,694.93791
6.65047,661.17098,655.77661,691.50941
6.65929,661.77007,656.58207,702.41578
6.66792,662.12383,656.77428,695.32465
6.67694,662.95767,657.95017,680.14499
6.68573,663.50922,658.31469,689.58508
6.69501,664.66412,659.89741,696.37898
6.70397,665.43092,660.40395,677.32779
6.7135,666.89115,662.35475,705.13695
6.72237,667.54671,662.46097,707.68338
6.73108,668.00999,662.79956,707.10889
6.73956,668.17647,662.76865,682.70163
6.74854,668.95793,663.9857,714.28912
6.75727,669.44382,664.27528,708.0122
6.76597,669.88738,664.69817,715.83856
6.7752,670.98004,666.25036,687.68885
6.78383,671.3429,666.11556,707.92157
6.7927,671.99223,666.9725,718.4977
6.80211,673.30996,668.76331,692.56159
6.8114,674.47928,669.83897,688.35561
6.82052,675.44131,670.66632,713.18791
6.83002,676.86597,672.42141,699.39453
6.83884,677.45157,672.43379,711.33869
6.84744,677.77631,672.58614,710.52793
6.85607,678.13007,672.96867,713.21487
6.86466,678.43369,673.2461,704.54119
6.87411,679.8065,675.37006,695.38261
6.88276,680.18447,675.06655,714.28116
6.89163,680.83731,675.91895,690.70005
6.90073,681.77423,677.06203,726.28271
6.90955,682.35949,677.41217,726.74019
6.91906,683.79975,679.45505,712.28888
6.92843,685.0741,680.62368,709.29697
6.93776,686.2947,681.81632,725.39996
6.94665,686.96507,682.11388,700.31322
6.95565,687.77381,683.02762,776.93572
6.96509,689.13569,684.78265,733.849
6.97392,689.7347,684.86128,758.00715
6.98225,689.72637,684.43996,684.43996
6.99176,691.16694,686.89515,728.94907
7.00131,692.64913,688.41578,727.98745
7.01067,693.90931,689.5313,722.17212
7.01988,694.97543,690.47201,710.29246
7.02909,696.04534,691.55376,753.40052
7.03814,696.92527,692.31094,736.29666
7.04745,698.11832,693.73054,765.7012
7.05643,698.90611,694.24615,712.93778
7.0656,699.92351,695.43202,743.17293
7.07412,700.14234,695.10538,709.36876
7.08282,700.59079,695.72182,717.45237
7.09241,702.13117,698.02928,749.11667
7.10099,702.42155,697.46111,709.29433
7.10945,702.57193,697.52282,703.12763
7.11867,703.65193,699.25693,715.20798
7.12787,704.716,700.31914,737.24677
7.13688,705.5381,700.9824,729.23878
7.14566,706.078,701.33531,732.11871
7.15458,706.79759,702.18848,722.84241
7.16327,707.22044,702.41417,721.39896
7.17177,707.42349,702.47323,713.64368
7.18021,707.54202,702.54159,712.38637
7.18891,707.98154,703.21247,731.72988
7.19749,708.28255,703.42597,717.08938
7.20667,709.31979,704.98314,753.92678
7.21578,710.25976,705.86473,750.08009
7.22482,711.12838,706.69289,745.12867
7.23381,711.92118,707.44209,744.94142
7.2428,712.72962,708.27036,749.67261
7.25221,714.04294,709.94334,743.56942
7.26159,715.3221,711.20818,742.1631
7.27084,716.44541,712.23262,744.11565
7.27998,717.4211,713.11505,760.98101
7.28863,717.80257,713.09295,732.43725
7.29755,718.51518,714.0442,729.09891
7.30715,720.07079,716.1942,747.62047
7.31566,720.2811,715.47978,729.14416
7.32507,721.59871,717.57494,753.86694
7.33391,722.2115,717.70763,737.26206
7.34236,722.34419,717.51573,724.12851
7.35137,723.16644,718.82535,762.70118
7.36065,724.32585,720.22792,752.58369
7.36996,725.52135,721.45776,770.96204
7.37948,726.97954,723.1077,753.565
7.38899,728.41431,724.53574,755.51057
7.39833,729.64989,725.64247,772.42535
7.40772,730.94357,726.98585,762.48321
7.41706,732.16897,728.17322,751.43471
7.42614,733.08065,728.87635,767.52379
7.43559,734.45052,730.57352,780.4389
7.44443,735.05925,730.66309,752.4173
7.45345,735.89895,731.67203,779.80654
7.46196,736.10915,731.45404,754.97507
7.47058,736.45037,731.89479,746.20225
7.47993,737.6956,733.77647,780.75044
7.48954,739.2523,735.55886,762.21543
7.49879,740.3776,736.39414,775.97671
7.50833,741.84911,738.11537,758.17603
7.5178,743.24135,739.46208,786.96331
7.52737,744.76164,741.08078,769.52236
7.53682,746.12929,742.35198,791.9063
7.54637,747.61786,743.93398,785.80588
7.55592,749.10426,745.42843,783.83132
7.56534,750.43766,746.66511,803.16076
7.57485,751.87373,748.18192,792.03242
7.58444,753.41265,749.80177,796.84978
7.59381,754.67423,750.88033,798.53751
7.60328,756.06903,752.37702,801.09572
7.61268,757.37127,753.62446,813.03673
7.6219,758.45471,754.56532,791.46166
7.63132,759.78438,756.07522,809.31028
7.64068,761.04351,757.29478,791.70516
7.64998,762.2183,758.42036,807.72234
7.65943,763.59155,759.94075,818.34091
7.66879,764.84469,761.11992,810.01483
7.67814,766.0828,762.35695,808.17211
7.68755,767.40367,763.74464,818.55923
7.69695,768.71489,765.05856,824.23138
7.70623,769.8633,766.10332,813.11415
7.71533,770.80577,766.91202,803.92738
7.72404,771.25278,767.02404,788.9872
7.73272,771.67093,767.43084,787.83122
7.7422,773.07532,769.52888,830.39568
7.75146,774.20926,770.48447,813.60705
7.76095,775.6245,772.10434,822.38065
7.77056,777.18418,773.77383,831.52838
7.77988,778.3975,774.75619,827.86846
7.7893,779.73069,776.18195,847.49581
7.79876,781.10004,777.58586,828.67843
7.80733,781.38187,777.12183,786.49053
7.81694,782.94594,779.58503,850.12599
7.82634,784.2493,780.71691,847.96627
7.83583,785.67367,782.23472,849.6853
7.84534,787.10733,783.68435,848.99696
7.85484,788.5416,785.12852,848.38723
7.86439,790.02909,786.66249,838.7323
7.87384,791.39763,787.95796,862.54382
7.8832,792.64681,789.13372,864.12841
7.89261,793.96528,790.50966,861.42366
7.90216,795.45926,792.13492,859.48765
7.91166,796.87634,793.50818,870.23377
7.921,798.10976,794.62351,862.32982
7.93033,799.33713,795.85602,821.21164
7.93982,800.74781,797.40336,836.59067
7.94912,801.93156,798.43898,844.75179
7.95816,802.78914,799.07934,838.13955
7.96757,804.10095,800.71566,831.73089
7.97697,805.40681,802.02679,840.21651
7.98573,805.92985,802.01554,835.05012
7.99477,806.78851,803.11606,834.00022
8.00425,808.18716,804.89879,837.02036
8.01374,809.61347,806.35377,836.45896
8.02284,810.53964,806.9421,848.46512
8.03208,811.651,808.19116,839.29512
8.04159,813.08788,809.86337,860.93072
8.05097,814.37589,811.05748,837.52918
8.06026,815.53753,812.14076,857.82229
8.0689,815.91451,811.98204,853.08979
8.07841,817.35198,814.1647,849.40724
8.08696,817.60527,813.60506,834.86157
8.0955,817.85559,813.86186,823.65259
8.10489,819.14964,815.88935,858.65112
8.1137,819.72134,815.96876,884.76774
8.12292,820.80707,817.42029,888.32056
8.13175,821.41067,817.69826,879.01457
8.14122,822.79877,819.64006,850.58747
8.15033,823.75447,820.30489,863.5538
8.15906,824.22663,820.45036,877.44935
8.16824,825.25888,821.88033,878.66081
8.17752,826.42212,823.14371,867.61935
8.18689,827.68667,824.48791,874.64938
8.19614,828.81107,825.52434,857.84099
8.20502,829.47663,825.88048,894.05875
8.21387,830.09595,826.47658,874.63357
8.22337,831.53056,828.48624,880.15718
8.23282,832.89449,829.81061,870.05938
8.2417,833.55482,829.99172,907.72326
8.25115,834.92336,831.861,880.70947
8.2605,836.17068,833.03358,874.14729
8.26999,837.5804,834.56545,893.65104
8.27898,838.38082,834.95217,917.0271
8.28814,839.38857,836.11292,858.27823
8.29731,840.41287,837.15787,918.92499
8.30616,841.04462,837.52615,904.27129
8.31503,841.69395,838.19655,907.03799
8.3238,842.2184,838.64314,896.4744
8.33308,843.37922,840.25469,883.71716
8.34213,844.25795,840.94678,903.25635
8.35083,844.69613,841.08805,878.82526
8.35976,845.42394,842.02571,893.83888
8.36864,846.08545,842.65011,913.72052
8.37813,847.49782,844.59285,896.53445
8.38669,847.77334,844.08828,871.27076
8.39569,848.58399,845.27916,894.95932
8.40493,849.68845,846.59668,881.03286
8.41408,850.68749,847.53173,900.03046
8.42356,852.09079,849.22496,910.49563
8.43307,853.53262,850.70302,898.43497
8.4425,854.87548,851.98666,900.05344
8.45195,856.23703,853.37063,923.1678
8.4604,856.3802,852.67703,871.92498
8.46977,857.63607,854.71419,898.08338
8.47915,858.91772,856.02309,900.42334
8.48842,860.06229,857.08183,923.43978
8.4973,860.73042,857.42833,926.01802
8.50598,861.14605,857.67748,899.37895
8.515,861.98351,858.8166,942.43374
8.52375,862.49596,859.11232,917.983
8.53252,863.02476,859.66123,931.53447
8.54135,863.62747,860.32405,936.08929
8.55093,865.15163,862.49701,913.74136
8.56019,866.2842,863.36719,910.87307
8.5694,867.34594,864.389,903.89024
8.57852,868.31709,865.30642,892.23464
8.58776,869.42242,866.51409,903.51086
8.59707,870.61259,867.77241,894.77768
8.60644,871.88149,869.1053,895.02676
8.61568,872.98895,870.11001,914.05671
8.62507,874.27866,871.53554,911.24328
8.63442,875.51819,872.7496,922.26244
8.6439,876.9301,874.29058,929.48718
8.653,877.86346,874.90106,928.31948
8.66215,878.86269,875.95514,928.7313
8.67119,879.7221,876.72659,922.0094
8.67982,880.07328,876.73385,911.60254
8.6887,880.74768,877.64133,928.04679
8.6979,881.79982,878.96472,958.26949
8.70705,882.79157,879.92373,931.32572
8.71653,884.19578,881.62354,918.39684
8.72568,885.20255,882.36375,961.39348
8.73477,886.12485,883.23655,900.78436
8.74389,887.0757,884.21633,925.49004
8.75285,887.84665,884.87143,952.21287
8.76181,888.6074,885.63407,948.31414
8.77028,888.76625,885.38384,904.50922
8.77918,889.45685,886.45223,948.49682
8.78808,890.14001,887.13913,909.75822
8.79708,890.95407,888.05299,949.2883
8.80643,892.19845,889.60524,931.04099
8.81581,893.48244,890.92608,957.89489
8.82465,894.09344,891.07908,979.05741
8.83374,895.01976,892.23321,928.07419
8.84247,895.49464,892.40366,953.12042
8.852,896.96168,894.56851,951.42852
8.8615,898.3957,895.98911,918.36739
8.87079,899.5587,896.9734,946.48816
8.88022,900.90002,898.44785,927.3148
8.88899,901.42466,898.41473,961.98862
8.89827,902.58408,900.02377,935.72164
8.90684,902.86974,899.71187,925.36171
8.91576,903.58654,900.73667,977.11462
8.92513,904.85229,902.39261,965.4058
8.93407,905.58715,902.76812,985.67713
8.94356,907.00827,904.67479,951.07803
8.95274,908.04352,905.45155,981.56496
8.96149,908.54411,905.58998,975.29621
8.97096,909.92742,907.59512,949.81915
8.98024,911.09239,908.6179,942.25382
8.9894,912.09763,909.5215,985.59238
8.99895,913.59335,911.36701,955.70057
9.00733,913.63657,910.41101,920.07696
9.01679,915.01147,912.71917,970.36758
9.02608,916.18588,913.76379,953.37967
9.0353,917.26593,914.78759,952.28188
9.04473,918.61373,916.33056,962.91193
9.05409,919.86742,917.52833,967.95926
9.06286,920.39087,917.55398,989.21858
9.07163,920.91967,918.09525,987.76523
9.08093,922.10533,919.74588,994.48304
9.09041,923.50942,921.31098,979.74142
9.0992,924.06409,921.28519,997.79817
9.10771,924.26523,921.24961,949.42464
9.11623,924.49318,921.50465,949.67215
9.12529,925.37475,922.84872,984.83667
9.13391,925.72115,922.83248,966.40663
9.143,926.64717,924.16968,1010.18009
9.15175,927.15318,924.39307,998.55573
9.1612,928.51304,926.35471,976.2207
9.1697,928.7142,925.76056,954.4979
9.1784,929.15592,926.37787,988.32225
9.18742,929.99879,927.50804,997.22956
9.19619,930.52594,927.82494,1002.0607
9.20531,931.48041,929.08497,1001.3232
9.21421,932.17185,929.60284,956.17703
9.22303,932.75799,930.12475,1010.01453
9.23198,933.50632,930.99455,1032.72108
9.24148,934.93726,932.90852,969.57297
9.25096,936.34662,934.31238,979.55337
9.26033,937.61603,935.49409,1003.35229
9.26909,938.12149,935.47835,996.4366
9.27852,939.47268,937.42565,979.00483
9.28802,940.902,938.91867,985.69031
9.29753,942.337,940.36713,982.9178
9.30687,943.56362,941.45854,998.26875
9.31633,944.94597,942.95837,1004.02823
9.32554,946.02225,943.83153,985.12488
9.33488,947.24626,945.16737,996.00665
9.34413,948.3645,946.22149,977.57812
9.3534,949.50954,947.39439,995.02234
9.36242,950.35375,948.03892,974.51597
9.37093,950.55262,947.79864,971.21687
9.37955,950.9072,948.26984,991.04713
9.38884,952.06894,950.00081,994.73408
9.39752,952.49477,949.92481,996.39732
9.40611,952.79565,950.14762,973.02511
9.41478,953.20832,950.64649,995.44169
9.42419,954.51662,952.58552,1002.82137
9.43374,956.00829,954.21394,989.6483
9.44301,957.14957,955.12143,990.28847
9.45242,958.46681,956.57013,1001.62647
9.46089,958.62572,955.93397,976.80548
9.47019,959.81345,957.8447,1005.52359
9.47905,960.44879,958.1057,1030.49167
9.48842,961.72027,959.82785,1034.10997
9.4973,962.37857,960.06966,1008.92751
9.50611,962.96453,960.61425,1022.15315
9.51551,964.26713,962.4234,1048.8265
9.52423,964.73143,962.31487,1016.80042
9.53276,964.96678,962.39992,994.96575
9.54149,965.45207,963.06734,1023.91964
9.5509,966.76309,964.96058,1012.26468
9.56003,967.73803,965.71151,992.94698
9.56952,969.15519,967.44493,1028.42449
9.57835,969.75281,967.48286,1048.78716
9.58788,971.22382,969.56927,1020.54185
9.59647,971.52927,969.07476,994.78685
9.60584,972.79445,971.01508,998.25426
9.61493,973.72358,971.72018,996.45043
9.62378,974.3494,972.14445,1042.61969
9.63323,975.71675,974.03564,1034.91102
9.64273,977.14081,975.50854,1044.61335
9.65205,978.34956,976.57725,1041.26547
9.66094,979.02299,976.88822,1035.57374
9.67038,980.38299,978.73394,1028.62524
9.67976,981.65402,979.95263,1010.19733
9.68932,983.15985,981.6309,1029.02049
9.69882,984.58422,983.00826,1033.37548
9.70752,985.02451,982.77459,1011.81649
9.71677,986.1471,984.37974,1027.03931
9.72596,987.19303,985.38168,1021.67078
9.73464,987.61676,985.38246,1044.48304
9.74338,988.10398,985.92248,997.15727
9.75275,989.37609,987.74843,1053.5576
9.76147,989.83606,987.65375,1037.10309
9.77024,990.37076,988.24904,1004.2677
9.77887,990.72085,988.47971,1028.74072
9.78786,991.52986,989.61605,1029.83645
9.79724,992.80908,991.23085,1062.24203
9.80658,994.03534,992.42972,1041.21828
9.81612,995.50978,994.08585,1062.00142
9.82477,995.89124,993.71776,1007.97191
9.83393,996.90085,995.17228,1035.75082
9.8433,998.1671,996.62593,1036.57614
9.85205,998.67914,996.62351,1041.27854
9.86154,1000.08888,998.6655,1056.85553
9.87034,1000.65346,998.65257,1043.95647
9.87943,1001.58535,999.84836,1118.31373
9.88877,1002.80767,1001.2815,1056.60934
9.89778,1003.63681,1001.84689,1109.16903
9.90648,1004.08036,1002.03166,1064.79065
9.9158,1005.29116,1003.78402,1093.97919
9.92487,1006.18138,1004.46093,1094.40239
9.93421,1007.41733,1005.94604,1050.00764
9.94352,1008.6038,1007.10751,1054.32898
9.95276,1009.71294,1008.17224,1052.35978
9.96233,1011.22785,1009.97821,1067.14972
9.97179,1012.60401,1011.26757,1071.36928
9.98068,1013.28718,1011.4789,1046.4499
9.98967,1014.08032,1012.35732,1114.14125
9.99906,1015.38118,1014.01978,1075.82792
10.00837,1016.56604,1015.13349,1087.75285
10.0178,1017.91427,1016.60446,1059.72767
10.02699,1018.96213,1017.45315,1046.76284
10.03648,1020.37817,1019.13409,1050.09942
10.04581,1021.59439,1020.22103,1065.39345
10.05457,1022.11044,1020.26012,1069.56105
10.06401,1023.46102,1022.19907,1097.84876
10.07284,1024.07204,1022.30587,1064.23855
10.08235,1025.50728,1024.32239,1074.29981
10.09161,1026.64483,1025.26269,1056.75491
10.10104,1027.97901,1026.74271,1072.1551
10.11041,1029.25005,1027.97931,1088.85289
10.11938,1030.01906,1028.40904,1047.70968
10.12846,1030.92844,1029.42486,1066.20105
10.13793,1032.32117,1031.16237,1074.04637
10.14704,1033.27073,1031.81361,1136.64174
10.15592,1033.93815,1032.2942,1146.61821
10.16537,1035.30866,1034.16188,1075.40952
10.17432,1036.0482,1034.47267,1153.10421
10.18361,1037.21734,1035.94913,1161.34075
10.19303,1038.55591,1037.41463,1096.63548
10.20144,1038.63557,1036.6294,1048.77399
10.20989,1038.77932,1036.82605,1063.57775
10.21894,1039.64832,1038.20722,1120.31543
10.22833,1040.93524,1039.79344,1078.36256
10.23782,1042.35102,1041.3081,1096.56548
10.24714,1043.55816,1042.37982,1086.08361
10.25659,1044.9305,1043.87622,1096.66813
10.2652,1045.25805,1043.4876,1089.24011
10.27458,1046.53515,1045.43279,1096.52285
10.28396,1047.81327,1046.721,1123.27472
10.29356,1049.37421,1048.48773,1106.42204
10.30295,1050.66839,1049.60625,1091.22909
10.31231,1051.92234,1050.84165,1128.79138
10.32083,1052.13964,1050.34834,1082.55162
10.33021,1053.42208,1052.37905,1120.02931
10.3391,1054.0983,1052.64362,1158.63355
10.34744,1054.08996,1052.16874,1052.16874
10.35616,1054.56528,1052.98829,1084.0084
10.36521,1055.43414,1054.13921,1087.85301
10.37477,1056.93285,1056.08441,1124.3281
10.3842,1058.28365,1057.34203,1088.93216
10.39381,1059.84924,1059.06624,1107.00588
10.40249,1060.26621,1058.69507,1115.14017
10.41198,1061.67198,1060.79628,1127.82441
10.42045,1061.83339,1060.10294,1089.03183
10.42944,1062.63297,1061.35422,1105.84336
10.43896,1064.09163,1063.27959,1110.81272
10.44836,1065.39201,1064.47958,1120.07344
10.45775,1066.69155,1065.78792,1120.33945
10.46677,1067.52739,1066.31111,1152.91369
10.47618,1068.84239,1067.96792,1124.70264
10.48527,1069.76504,1068.62749,1152.63135
10.49435,1070.67088,1069.53074,1135.1071
10.50335,1071.48907,1070.29712,1142.47503
10.51254,1072.53695,1071.51353,1146.6284
10.52165,1073.4824,1072.39704,1175.63307
10.53099,1074.70503,1073.82131,1149.39737
10.54025,1075.84626,1074.91531,1114.74999
10.54969,1077.19828,1076.423,1149.72865
10.55875,1078.08728,1076.99986,1135.80313
10.56815,1079.39143,1078.6014,1160.25308
10.57747,1080.59416,1079.7431,1130.56294
10.58631,1081.20811,1079.95744,1146.81912
10.59585,1082.69083,1082.05238,1127.92311
10.60536,1084.1237,1083.46018,1125.29188
10.61444,1085.03906,1084.02561,1133.41276
10.62354,1085.97066,1084.97758,1176.94514
10.63241,1086.62471,1085.44796,1136.58571
10.64196,1088.11409,1087.52637,1143.52321
10.65075,1088.66316,1087.43193,1127.06346
10.6597,1089.41354,1088.33091,1142.64611
10.66923,1090.87864,1090.30136,1129.37659
10.67867,1092.23331,1091.58885,1167.73123
10.68795,1093.38923,1092.61617,1159.75088
10.69755,1094.94243,1094.45458,1124.31671
10.70712,1096.45837,1095.95423,1164.3921
10.71657,1097.8215,1097.22081,1161.45618
10.72562,1098.7007,1097.77335,1135.93157
10.73504,1100.02044,1099.40812,1163.34026
10.74455,1101.46626,1100.95091,1152.39439
10.75415,1103.0228,1102.59386,1159.88616
10.76371,1104.52039,1104.06012,1147.07929
10.77293,1105.60766,1104.87196,1153.40475
10.78171,1106.14773,1105.04121,1123.73783
10.79011,1106.22137,1104.79969,1118.89341
10.79946,1107.45539,1106.84803,1144.41952
10.80893,1108.85605,1108.37375,1135.38113
10.81816,1109.95053,1109.26506,1167.51107
10.82666,1110.14319,1108.84063,1128.28079
10.83555,1110.82242,1109.86627,1217.69509
10.84464,1111.74544,1110.96751,1218.82701
10.85402,1113.02788,1112.50866,1205.98796
10.86317,1114.01696,1113.30339,1159.03042
10.87166,1114.20941,1112.95169,1149.33352
10.88053,1114.8542,1113.91916,1172.19831
10.88965,1115.80972,1115.09935,1179.72456
10.8988,1116.81844,1116.15411,1198.57572
10.90807,1117.96011,1117.39729,1182.98758
10.91683,1118.47855,1117.49215,1147.90836
10.92574,1119.17159,1118.31522,1200.92794
10.93511,1120.43705,1119.98714,1153.69977
10.94389,1120.98018,1120.03796,1198.8507
10.95346,1122.49296,1122.23297,1169.72786
10.96263,1123.52519,1122.941,1185.82645
10.97212,1124.93468,1124.6217,1209.69185
10.98113,1125.75398,1125.04059,1228.39889
10.9905,1127.02703,1126.63777,1189.49127
10.99993,1128.36997,1128.03863,1170.04791
11.00855,1128.71359,1127.69763,1172.17321
11.01791,1129.97066,1129.59774,1182.49595
11.02743,1131.41754,1131.18581,1171.51221
11.03688,1132.78349,1132.50506,1194.76751
11.04596,1133.69499,1133.11039,1192.57145
11.05498,1134.53446,1133.90891,1203.91656
11.06414,1135.53997,1135.03878,1186.27037
11.07365,1136.98872,1136.8045,1193.22063
11.08324,1138.5179,1138.39907,1197.71955
11.09263,1139.81541,1139.54525,1184.84245
11.10211,1141.21691,1141.02838,1213.47748
11.11167,1142.71601,1142.60474,1192.61635
11.12099,1143.92811,1143.62707,1193.65442
11.12958,1144.22961,1143.30547,1190.69527
11.13915,1145.74983,1145.68068,1188.66582
11.1486,1147.1085,1146.93675,1210.4661
11.15801,1148.43014,1148.24211,1204.47044
11.16687,1149.06747,1148.41358,1228.50845
11.17541,1149.31078,1148.3921,1175.65899
11.18397,1149.58562,1148.69736,1171.56609
11.19301,1150.44745,1149.97545,1236.28416
11.20219,1151.47562,1151.12819,1229.79093
11.21138,1152.53291,1152.21485,1199.10815
